Date,cw,R676,cwdr,Rdr,P,R632,R664
2/23/2023 13:30,0.882552151,1.031055901,0.012753287,-0.014729951,0.864590876,1.02303263,1.022071307
2/24/2023 13:30,0.876243609,1.031055901,-0.007148067,0.00166113,0.860246198,1.026871401,1.0237691
3/1/2023 13:30,0.881595866,1.031055901,0.006108184,0.001658375,0.86422882,1.024952015,1.025466893
3/2/2023 13:30,0.881608865,1.034161491,1.47E-05,-0.001655629,0.863504707,1.026871401,1.0237691
3/3/2023 13:30,0.88215709,1.02484472,0.000621846,-0.00331675,0.86422882,1.02303263,1.020373514
3/6/2023 13:30,0.89092247,1.01552795,0.009936304,-0.011647254,0.872556119,1.009596929,1.008488964
3/7/2023 13:30,0.896256642,1.00931677,0.005987245,-0.006734006,0.878349022,1.003838772,1.001697793
3/8/2023 13:30,0.894013441,1.01552795,-0.002502855,0.005084745,0.871107893,1.009596929,1.006791171
3/9/2023 13:30,0.891326574,1.01552795,-0.003005399,0.003372682,0.87038378,1.013435701,1.010186757
3/10/2023 13:30,0.877510178,1.034161491,-0.015500937,0.018487395,0.856625634,1.030710173,1.028862479
3/13/2023 13:30,0.879448181,1.034161491,0.002208525,-0.00330033,0.860246198,1.026871401,1.025466893
3/14/2023 13:30,0.868140619,1.043478261,-0.012857564,0.011589404,0.85083273,1.038387716,1.037351443
3/15/2023 13:30,0.869676214,1.040372671,0.001768832,-0.001636661,0.851556843,1.034548944,1.03565365
3/16/2023 13:30,0.860267658,1.049689441,-0.010818458,0.008196722,0.847574222,1.046065259,1.044142615
3/17/2023 13:30,0.873370797,1.034161491,0.015231468,-0.01300813,0.861332368,1.030710173,1.030560272
3/20/2023 13:30,0.871506268,1.034161491,-0.002134866,0.003294892,0.855177408,1.032629559,1.033955857
3/21/2023 13:30,0.876789573,1.034161491,0.006062269,-0.00821018,0.859160029,1.026871401,1.025466893
3/22/2023 13:30,0.89075009,1.01552795,0.015922313,-0.014900662,0.875452571,1.009596929,1.010186757
3/23/2023 13:30,0.896599141,1.00931677,0.006566433,-0.008403361,0.882331644,1.003838772,1.001697793
3/24/2023 13:30,0.899467431,1.00310559,0.003199077,-0.003389831,0.884866039,0.998080614,0.998302207
3/27/2023 13:30,0.894697874,1.00621118,-0.005302645,0.005102041,0.879435192,1.005758157,1.003395586
3/28/2023 13:30,0.887416657,1.01552795,-0.008138186,0.008460237,0.871832006,1.013435701,1.01188455
3/29/2023 13:30,0.891275708,1.01242236,0.004348635,-0.003355705,0.873280232,1.011516315,1.008488964
3/30/2023 13:30,0.895778499,1.00621118,0.005052074,-0.005050504,0.87762491,1.003838772,1.003395586
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
